Adjustment_Type,Day,Country,Video_ID,Channel_ID,Asset_ID,Asset Label,Asset_Channel_ID,Asset_Type,Custom_ID,ISRC,ISWC,HFA_Song_Code,Content_Type,Policy,Claim_Type,Claim_Origin,Music_Claim_Type,Composition_Right_Type,Ownership_Percentage,Owned_Views,YouTube_Revenue_Split___Auction,YouTube_Revenue_Split___Reserved,YouTube_Revenue_Split___Partner_Sold_YouTube_Served,YouTube_Revenue_Split___Partner_Sold_Partner_Served,YouTube_Revenue_Split,Partner_Revenue___Auction,Partner_Revenue___Reserved,Partner_Revenue___Partner_Sold_YouTube_Served,Partner_Revenue___Partner_Sold_Partner_Served,Partner_Revenue
None,20220505,NL,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,37.5,1,0,0,0,0,0,0,0,0,0,0
None,20220520,GB,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220509,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,5,0,0,0,0,0,0,0,0,0,0
None,20220515,FR,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220512,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220514,DE,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220508,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,6,0,0,0,0,0,0,0,0,0,0
None,20220524,IT,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220522,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220528,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,5,0,0,0,0,0,0,0,0,0,0
None,20220522,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220528,UG,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220504,DE,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220524,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220528,UG,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220502,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220505,NL,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,37.5,1,0,0,0,0,0,0,0,0,0,0
None,20220530,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,3,0,0,0,0,0,0,0,0,0,0
None,20220510,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,2,0,0,0,0,0,0,0,0,0,0
None,20220524,IT,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220530,NO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,1,0,0,0,0,0,0,0,0,0,0
None,20220529,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,15,0,0,0,0,0,0,0,0,0,0
None,20220526,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,4,0,0,0,0,0,0,0,0,0,0
None,20220508,SA,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,1,0,0,0,0,0,0,0,0,0,0
None,20220508,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Performance,50,6,0,0,0,0,0,0,0,0,0,0
None,20220511,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
None,20220523,RO,OrHmbeA3sno,UCtwDEAMxH8GVFr6m7DH8PoQ,A810708922683443,CMG,,Composition,BY10282021CLCOMP050,,T9216169652,,UGC,monetize,Audio,Audio Match,Embedded,Mechanical,50,2,0,0,0,0,0,0,0,0,0,0
